FlightIndex,FlightNumber,IsDeparting,Destination,Origin,ArrivalTime,OffTime,ArrivalTimeMinutes,OffTimeMinutes,ArrivalTimeActual,OffTimeActual,ArrivalTimeActualMinutes,OffTimeActualMinutes,Aircraft,FlightType,PassengersArr,PassengersDept,DepGate,ArrGate,SchedDepLocal,SchedArrLocal,OutGateLocal,InGateLocal,SchedDepUtc,SchedArrUtc,OutGateUtc,InGateUtc,TailNumber,num_connecting_pax,OptDepGate,OptArrGate
724,AA3189,N,DFW,VPS,1244,1425,764,865,1240,1420,760.0,860.0,3.0,Domestic,75,0,,B9,2016-05-02 10:30:00,2016-05-02 12:44:00,2016-05-02 10:15:00,2016-05-02 12:40:00,930,1064,2016-05-02 15:15,2016-05-02 17:40,N225NN,0,,
725,AA3192,N,DFW,XNA,1852,2035,1132,1235,1847,2030,1127.0,1230.0,3.0,,75,0,,B44,2016-05-02 17:36:00,2016-05-02 18:52:00,2016-05-02 17:28:00,2016-05-02 18:47:00,1356,1432,2016-05-02 22:28,2016-05-02 23:47,N539EA,0,,
726,AA3198,N,DFW,FAR,934,1030,574,630,936,1027,576.0,627.0,,,0,0,,B16,2016-05-02 06:47:00,2016-05-02 09:34:00,2016-05-02 06:45:00,2016-05-02 09:36:00,707,874,2016-05-02 11:45,2016-05-02 14:36,N697AB,0,,
727,AA3202,Y,GCK,DFW,1309,1405,789,845,1254,1359,774.0,839.0,3.0,Domestic,0,75,B15,,2016-05-02 14:05:00,2016-05-02 15:34:00,2016-05-02 13:59:00,2016-05-02 15:30:00,1145,1234,2016-05-02 18:59,2016-05-02 20:30,N657AE,0,,
728,AA3203,N,DFW,LIT,2004,2034,1204,1234,1946,2034,1186.0,1234.0,3.0,,75,0,,B7,2016-05-02 18:37:00,2016-05-02 20:04:00,2016-05-02 18:32:00,2016-05-02 19:46:00,1417,64,2016-05-02 23:32,2016-05-03 00:46,N220NN,0,,
729,AA3204,Y,LCH,DFW,1924,2025,1164,1225,1915,2019,1155.0,1219.0,3.0,Domestic,0,75,B13,,2016-05-02 20:25:00,2016-05-02 21:42:00,2016-05-02 20:19:00,2016-05-02 21:39:00,85,162,2016-05-03 01:19,2016-05-03 02:39,N833AE,0,,
730,AA3205,Y,HOU,DFW,1244,1425,764,865,1240,1420,760.0,860.0,3.0,Domestic,0,75,B9,,2016-05-02 14:25:00,2016-05-02 15:35:00,2016-05-02 14:20:00,2016-05-02 15:36:00,1165,1235,2016-05-02 19:20,2016-05-02 20:36,N225NN,0,,
731,AA3208,N,DFW,PIA,1328,1358,808,838,1323,1642,803.0,1002.0,3.0,,75,0,,B38,2016-05-02 11:14:00,2016-05-02 13:28:00,2016-05-02 11:14:00,2016-05-02 13:23:00,974,1108,2016-05-02 16:14,2016-05-02 18:23,N809AE,0,,
732,AA3209,Y,OMA,DFW,928,1040,568,640,903,1035,543.0,635.0,3.0,Domestic,0,75,B11,,2016-05-02 10:40:00,2016-05-02 12:28:00,2016-05-02 10:35:00,2016-05-02 12:22:00,940,1048,2016-05-02 15:35,2016-05-02 17:22,N227NN,0,,
733,AA3209,N,DFW,OMA,1548,1618,948,978,1606,1858,966.0,1138.0,3.0,Domestic,75,0,,B6,2016-05-02 13:49:00,2016-05-02 15:48:00,2016-05-02 14:12:00,2016-05-02 16:06:00,1129,1248,2016-05-02 19:12,2016-05-02 21:06,N227NN,0,,
734,AA320,Y,SAT,DFW,935,1040,575,640,950,1043,590.0,643.0,2.0,Domestic,0,31,C29,,2016-05-02 10:40:00,2016-05-02 11:52:00,2016-05-02 10:43:00,2016-05-02 11:54:00,940,1012,2016-05-02 15:43,2016-05-02 16:54,N438AA,119,,
735,AA320,N,DFW,SAT,1345,1530,825,930,1353,1524,833.0,924.0,2.0,Domestic,93,0,,C29,2016-05-02 12:35:00,2016-05-02 13:45:00,2016-05-02 12:38:00,2016-05-02 13:53:00,1055,1125,2016-05-02 17:38,2016-05-02 18:53,N438AA,57,,
736,AA3210,N,DFW,LIT,719,800,439,480,719,756,439.0,476.0,3.0,,75,0,,B5,2016-05-02 05:58:00,2016-05-02 07:19:00,2016-05-02 06:03:00,2016-05-02 07:19:00,658,739,2016-05-02 11:03,2016-05-02 12:19,N230NN,0,,
737,AA3211,N,DFW,AMA,1410,1505,850,905,1347,1503,827.0,903.0,3.0,Domestic,75,0,,B13,2016-05-02 12:53:00,2016-05-02 14:10:00,2016-05-02 12:42:00,2016-05-02 13:47:00,1073,1150,2016-05-02 17:42,2016-05-02 18:47,N608LM,0,,
738,AA3211,Y,AMA,DFW,932,1045,572,645,957,1042,597.0,642.0,3.0,Domestic,0,75,B35,,2016-05-02 10:45:00,2016-05-02 12:03:00,2016-05-02 10:42:00,2016-05-02 12:01:00,945,1023,2016-05-02 15:42,2016-05-02 17:01,N608LM,0,,
739,AA3213,N,DFW,SGF,1434,1510,874,910,1441,1519,881.0,919.0,3.0,,75,0,,B44,2016-05-02 13:02:00,2016-05-02 14:34:00,2016-05-02 13:18:00,2016-05-02 14:41:00,1082,1174,2016-05-02 18:18,2016-05-02 19:41,N620AE,0,,
740,AA3215,N,DFW,ROW,932,1015,572,615,917,1013,557.0,613.0,3.0,,75,0,,B38,2016-05-02 06:58:00,2016-05-02 09:32:00,2016-05-02 06:50:00,2016-05-02 09:17:00,778,872,2016-05-02 12:50,2016-05-02 14:17,N813AE,0,,
741,AA3217,Y,XNA,DFW,1455,1540,895,940,1438,1546,878.0,946.0,3.0,Domestic,0,75,B28,,2016-05-02 15:40:00,2016-05-02 16:47:00,2016-05-02 15:46:00,2016-05-02 16:45:00,1240,1307,2016-05-02 20:46,2016-05-02 21:45,N539EA,0,,
742,AA3218,Y,RAP,DFW,1738,1845,1058,1125,1725,1834,1045.0,1114.0,3.0,Domestic,0,75,B15,,2016-05-02 18:45:00,2016-05-02 20:08:00,2016-05-02 18:34:00,2016-05-02 20:05:00,1425,128,2016-05-02 23:34,2016-05-03 02:05,N905JH,0,,
743,AA3219,Y,LIT,DFW,1114,1215,674,735,1132,1211,692.0,731.0,3.0,Domestic,0,75,B5,,2016-05-02 12:15:00,2016-05-02 13:34:00,2016-05-02 12:11:00,2016-05-02 13:24:00,1035,1114,2016-05-02 17:11,2016-05-02 18:24,N226NN,0,,
744,AA3219,N,DFW,LIT,1526,1615,926,975,1511,1612,911.0,972.0,3.0,Domestic,75,0,,B8,2016-05-02 14:04:00,2016-05-02 15:26:00,2016-05-02 13:56:00,2016-05-02 15:11:00,1144,1226,2016-05-02 18:56,2016-05-02 20:11,N226NN,0,,
745,AA3221,Y,BHM,DFW,1731,1825,1051,1105,1712,1822,1032.0,1102.0,3.0,Domestic,0,75,B13,,2016-05-02 18:25:00,2016-05-02 20:13:00,2016-05-02 18:22:00,2016-05-02 20:03:00,1405,73,2016-05-02 23:22,2016-05-03 01:03,N608LM,0,,
746,AA3223,N,DFW,BHM,742,845,462,525,714,841,434.0,521.0,3.0,,75,0,,B8,2016-05-02 05:33:00,2016-05-02 07:42:00,2016-05-02 05:20:00,2016-05-02 07:14:00,633,762,2016-05-02 10:20,2016-05-02 12:14,N682AE,0,,
747,AA3224,Y,GPT,DFW,1602,1650,962,1010,1547,1646,947.0,1006.0,3.0,Domestic,0,75,B34,,2016-05-02 16:50:00,2016-05-02 18:26:00,2016-05-02 16:46:00,2016-05-02 18:21:00,1310,1406,2016-05-02 21:46,2016-05-02 23:21,N813AE,0,,
748,AA3224,N,DFW,GPT,2044,2150,1244,1310,2027,2145,1227.0,1305.0,3.0,Domestic,75,0,,B35,2016-05-02 18:53:00,2016-05-02 20:44:00,2016-05-02 18:49:00,2016-05-02 20:27:00,1433,104,2016-05-02 23:49,2016-05-03 01:27,N813AE,0,,
749,AA3225,Y,GJT,DFW,1340,1435,820,875,1331,1431,811.0,871.0,3.0,Domestic,0,75,B34,,2016-05-02 14:35:00,2016-05-02 15:49:00,2016-05-02 14:31:00,2016-05-02 15:37:00,1175,1309,2016-05-02 19:31,2016-05-02 21:37,N854AE,0,,
750,AA3225,N,DFW,GJT,1929,2014,1169,1214,1901,2014,1141.0,1214.0,3.0,Domestic,75,0,,B30,2016-05-02 16:15:00,2016-05-02 19:29:00,2016-05-02 16:03:00,2016-05-02 19:01:00,1335,29,2016-05-02 22:03,2016-05-03 00:01,N854AE,0,,
751,AA3226,N,DFW,CVG,756,900,476,540,824,854,504.0,534.0,3.0,,75,0,,B35,2016-05-02 06:15:00,2016-05-02 07:56:00,2016-05-02 06:09:00,2016-05-02 08:24:00,615,776,2016-05-02 10:09,2016-05-02 13:24,N604AE,0,,
752,AA3227,N,DFW,CHS,939,1035,579,635,931,1032,571.0,632.0,3.0,,75,0,,B9,2016-05-02 07:29:00,2016-05-02 09:39:00,2016-05-02 07:27:00,2016-05-02 09:31:00,689,879,2016-05-02 11:27,2016-05-02 14:31,N221NN,0,,
753,AA3228,Y,BMI,DFW,1655,1825,1015,1105,1655,1823,1015.0,1103.0,3.0,Domestic,0,75,B39,,2016-05-02 18:25:00,2016-05-02 20:22:00,2016-05-02 18:23:00,2016-05-02 20:15:00,1405,82,2016-05-02 23:23,2016-05-03 01:15,N656AE,0,,
754,AA3228,N,DFW,GCK,1748,1840,1068,1120,1731,1836,1051.0,1116.0,3.0,Domestic,75,0,,B33,2016-05-02 16:21:00,2016-05-02 17:48:00,2016-05-02 16:05:00,2016-05-02 17:31:00,1281,1368,2016-05-02 21:05,2016-05-02 22:31,N657AE,0,,
755,AA322,N,DFW,STL,756,826,476,506,804,826,484.0,506.0,2.0,,58,0,,C7,2016-05-02 06:00:00,2016-05-02 07:56:00,2016-05-02 05:55:00,2016-05-02 08:04:00,660,776,2016-05-02 10:55,2016-05-02 13:04,N482AA,92,,
756,AA3230,Y,MLI,DFW,1557,1640,957,1000,1614,1640,974.0,1000.0,3.0,Domestic,0,75,B29,,2016-05-02 16:40:00,2016-05-02 18:37:00,2016-05-02 16:40:00,2016-05-02 18:30:00,1300,1417,2016-05-02 21:40,2016-05-02 23:30,N909AE,0,,
757,AA3235,N,DFW,BMI,934,1035,574,635,1005,1035,605.0,635.0,3.0,,75,0,,B44,2016-05-02 07:18:00,2016-05-02 09:34:00,2016-05-02 07:18:00,2016-05-02 10:05:00,738,874,2016-05-02 12:18,2016-05-02 15:05,N664MS,0,,
758,AA3237,Y,FAR,DFW,1044,1200,644,720,1045,1156,645.0,716.0,3.0,Domestic,0,75,B33,,2016-05-02 12:00:00,2016-05-02 14:38:00,2016-05-02 11:56:00,2016-05-02 14:28:00,1020,1178,2016-05-02 16:56,2016-05-02 19:28,N639AE,0,,
759,AA3237,N,DFW,FAR,1758,1840,1078,1120,1734,1832,1054.0,1112.0,3.0,Domestic,75,0,,B17,2016-05-02 15:10:00,2016-05-02 17:58:00,2016-05-02 14:59:00,2016-05-02 17:34:00,1210,1378,2016-05-02 19:59,2016-05-02 22:34,N639AE,0,,
760,AA3239,Y,SGF,DFW,1943,2015,1183,1215,1925,2008,1165.0,1208.0,3.0,Domestic,0,75,B4,,2016-05-02 20:15:00,2016-05-02 21:35:00,2016-05-02 20:08:00,2016-05-02 21:19:00,75,155,2016-05-03 01:08,2016-05-03 02:19,N682AE,0,,
761,AA323,Y,STL,DFW,530,700,330,420,530,657,330.0,417.0,2.0,Domestic,0,109,C28,,2016-05-02 07:00:00,2016-05-02 08:42:00,2016-05-02 06:57:00,2016-05-02 08:36:00,720,822,2016-05-02 11:57,2016-05-02 13:36,N475AA,41,,
762,AA323,N,DFW,STL,1119,1205,679,725,1122,1205,682.0,725.0,2.0,Domestic,108,0,,C28,2016-05-02 09:24:00,2016-05-02 11:19:00,2016-05-02 09:18:00,2016-05-02 11:22:00,864,979,2016-05-02 14:18,2016-05-02 16:22,N475AA,42,,
763,AA3243,Y,OMA,DFW,627,710,387,430,630,708,390.0,428.0,3.0,Domestic,0,75,B7,,2016-05-02 07:10:00,2016-05-02 08:59:00,2016-05-02 07:08:00,2016-05-02 08:52:00,730,839,2016-05-02 12:08,2016-05-02 13:52,N228NN,0,,
764,AA3243,N,DFW,OMA,1133,1210,693,730,1111,1206,671.0,726.0,3.0,Domestic,75,0,,B6,2016-05-02 09:35:00,2016-05-02 11:33:00,2016-05-02 09:23:00,2016-05-02 11:11:00,875,993,2016-05-02 14:23,2016-05-02 16:11,N228NN,0,,
765,AA3245,N,DFW,FWA,1614,1644,974,1004,1639,1644,999.0,1004.0,,,0,0,,B14,2016-05-02 14:34:00,2016-05-02 16:14:00,2016-05-02 14:42:00,2016-05-02 16:39:00,1114,1274,2016-05-02 18:42,2016-05-02 21:39,N932AE,0,,
766,AA3246,N,DFW,RAP,1109,1210,669,730,1051,1205,651.0,725.0,3.0,,75,0,,B43,2016-05-02 07:38:00,2016-05-02 11:09:00,2016-05-02 07:26:00,2016-05-02 10:51:00,818,969,2016-05-02 13:26,2016-05-02 15:51,N905JH,0,,
767,AA3248,Y,OMA,DFW,1515,1645,915,1005,1515,1639,915.0,999.0,3.0,Domestic,0,75,B7,,2016-05-02 16:45:00,2016-05-02 18:30:00,2016-05-02 16:39:00,2016-05-02 18:28:00,1305,1410,2016-05-02 21:39,2016-05-02 23:28,N221NN,0,,
768,AA3248,N,DFW,OMA,2104,2150,1264,1310,2053,2145,1253.0,1305.0,3.0,Domestic,75,0,,B11,2016-05-02 19:03:00,2016-05-02 21:04:00,2016-05-02 19:01:00,2016-05-02 20:53:00,3,124,2016-05-03 00:01,2016-05-03 01:53,N221NN,0,,
769,AA3249,N,DFW,GJT,939,1030,579,630,937,1030,577.0,630.0,3.0,,75,0,,B39,2016-05-02 06:25:00,2016-05-02 09:39:00,2016-05-02 06:17:00,2016-05-02 09:37:00,745,879,2016-05-02 12:17,2016-05-02 14:37,N922AE,0,,
770,AA3255,N,DFW,TYR,617,710,377,430,613,707,373.0,427.0,3.0,,75,0,,B30,2016-05-02 05:21:00,2016-05-02 06:17:00,2016-05-02 05:19:00,2016-05-02 06:13:00,621,677,2016-05-02 10:19,2016-05-02 11:13,N907AE,0,,
771,AA3266,Y,AEX,DFW,2048,2150,1248,1310,2046,2151,1246.0,1311.0,3.0,Domestic,0,75,B3,,2016-05-02 21:50:00,2016-05-02 22:58:00,2016-05-02 21:51:00,2016-05-02 23:01:00,170,238,2016-05-03 02:51,2016-05-03 04:01,N620AE,0,,
772,AA326,Y,STL,DFW,1040,1145,640,705,1050,1141,650.0,701.0,2.0,Domestic,0,103,C24,,2016-05-02 11:45:00,2016-05-02 13:23:00,2016-05-02 11:41:00,2016-05-02 13:05:00,1005,1103,2016-05-02 16:41,2016-05-02 18:05,N9619V,47,,
773,AA3276,N,DFW,HOU,1053,1154,653,714,1053,1153,653.0,713.0,3.0,,75,0,,B9,2016-05-02 09:37:00,2016-05-02 10:53:00,2016-05-02 09:29:00,2016-05-02 10:53:00,877,953,2016-05-02 14:29,2016-05-02 15:53,N224NN,0,,
774,AA3279,Y,SGF,DFW,1710,1840,1030,1120,1710,1835,1030.0,1115.0,3.0,Domestic,0,75,B49,,2016-05-02 18:40:00,2016-05-02 20:01:00,2016-05-02 18:35:00,2016-05-02 19:55:00,1420,61,2016-05-02 23:35,2016-05-03 00:55,N625AE,0,,
775,AA327,N,DFW,DCA,1815,1845,1095,1125,1816,2027,1096.0,1227.0,2.0,,81,0,,A13,2016-05-02 15:40:00,2016-05-02 18:15:00,2016-05-02 15:36:00,2016-05-02 18:16:00,1180,1395,2016-05-02 19:36,2016-05-02 23:16,N928AN,69,,
776,AA3283,Y,MLI,DFW,1020,1150,620,710,1100,1146,660.0,706.0,3.0,Domestic,0,75,B14,,2016-05-02 11:50:00,2016-05-02 13:50:00,2016-05-02 11:46:00,2016-05-02 13:32:00,1010,1130,2016-05-02 16:46,2016-05-02 18:32,N644AE,0,,
777,AA3283,N,DFW,MLI,1633,1701,993,1021,1628,1703,988.0,1023.0,3.0,Domestic,75,0,,B26,2016-05-02 14:17:00,2016-05-02 16:33:00,2016-05-02 14:07:00,2016-05-02 16:28:00,1157,1293,2016-05-02 19:07,2016-05-02 21:28,N644AE,0,,
778,AA3285,N,DFW,BMI,1748,1818,1068,1098,1757,2001,1077.0,1201.0,3.0,Domestic,75,0,,B34,2016-05-02 15:31:00,2016-05-02 17:48:00,2016-05-02 15:17:00,2016-05-02 17:57:00,1231,1368,2016-05-02 20:17,2016-05-02 22:57,N655AE,0,,
779,AA3285,Y,BMI,DFW,1220,1309,740,789,1206,1308,726.0,788.0,3.0,Domestic,0,75,B27,,2016-05-02 13:09:00,2016-05-02 15:01:00,2016-05-02 13:08:00,2016-05-02 14:50:00,1089,1201,2016-05-02 18:08,2016-05-02 19:50,N655AE,0,,
780,AA3289,N,DFW,CVG,2048,2150,1248,1310,2046,2151,1246.0,1311.0,3.0,Domestic,75,0,,B3,2016-05-02 19:10:00,2016-05-02 20:48:00,2016-05-02 19:02:00,2016-05-02 20:46:00,1390,108,2016-05-02 23:02,2016-05-03 01:46,N620AE,0,,
781,AA3289,Y,CVG,DFW,1434,1510,874,910,1441,1519,881.0,919.0,3.0,Domestic,0,75,B44,,2016-05-02 15:10:00,2016-05-02 18:26:00,2016-05-02 15:19:00,2016-05-02 18:27:00,1210,1346,2016-05-02 20:19,2016-05-02 22:27,N620AE,0,,
782,AA3291,N,DFW,CHS,1805,2005,1085,1205,1757,1959,1077.0,1199.0,3.0,,75,0,,B5,2016-05-02 15:52:00,2016-05-02 18:05:00,2016-05-02 15:52:00,2016-05-02 17:57:00,1192,1385,2016-05-02 19:52,2016-05-02 22:57,N230NN,0,,
783,AA3293,Y,TRC,DFW,1605,1735,965,1055,1605,1739,965.0,1059.0,,,0,0,B2,,2016-05-02 17:35:00,2016-05-02 19:42:00,2016-05-02 17:39:00,2016-05-02 19:45:00,1355,42,2016-05-02 22:39,2016-05-03 00:45,N654AE,0,,
784,AA3295,N,DFW,ABI,804,910,484,550,752,907,472.0,547.0,3.0,,75,0,,B39,2016-05-02 07:10:00,2016-05-02 08:04:00,2016-05-02 07:06:00,2016-05-02 07:52:00,730,784,2016-05-02 12:06,2016-05-02 12:52,N655AE,0,,
785,AA3299,Y,DRO,DFW,720,850,440,530,720,847,440.0,527.0,3.0,Domestic,0,75,B15,,2016-05-02 08:50:00,2016-05-02 09:58:00,2016-05-02 08:47:00,2016-05-02 10:01:00,830,958,2016-05-02 13:47,2016-05-02 16:01,N939AE,0,,
786,AA3299,N,DFW,DRO,1324,1410,804,850,1308,1412,788.0,852.0,3.0,Domestic,75,0,,B28,2016-05-02 10:25:00,2016-05-02 13:24:00,2016-05-02 10:26:00,2016-05-02 13:08:00,985,1104,2016-05-02 16:26,2016-05-02 18:08,N939AE,0,,
787,AA3306,Y,BIS,DFW,1751,1830,1071,1110,1729,1826,1049.0,1106.0,3.0,Domestic,0,75,B37,,2016-05-02 18:30:00,2016-05-02 21:11:00,2016-05-02 18:26:00,2016-05-02 20:54:00,1410,131,2016-05-02 23:26,2016-05-03 01:54,N907AE,0,,
788,AA3308,Y,GJT,DFW,1748,1840,1068,1120,1731,1836,1051.0,1116.0,3.0,Domestic,0,75,B33,,2016-05-02 18:40:00,2016-05-02 20:00:00,2016-05-02 18:36:00,2016-05-02 19:49:00,1420,120,2016-05-02 23:36,2016-05-03 01:49,N657AE,0,,
789,AA3309,N,DFW,CRP,928,1040,568,640,903,1035,543.0,635.0,3.0,,75,0,,B11,2016-05-02 08:00:00,2016-05-02 09:28:00,2016-05-02 07:49:00,2016-05-02 09:03:00,780,868,2016-05-02 12:49,2016-05-02 14:03,N227NN,0,,
790,AA330,N,DFW,CLT,1345,1435,825,875,1324,1439,804.0,879.0,2.0,,130,0,,A36,2016-05-02 11:40:00,2016-05-02 13:45:00,2016-05-02 11:38:00,2016-05-02 13:24:00,940,1125,2016-05-02 15:38,2016-05-02 18:24,N961NN,20,,
791,AA3310,Y,SJT,DFW,1404,1440,844,880,1359,1451,839.0,891.0,3.0,Domestic,0,75,B49,,2016-05-02 14:40:00,2016-05-02 15:38:00,2016-05-02 14:51:00,2016-05-02 15:54:00,1180,1238,2016-05-02 19:51,2016-05-02 20:54,N600BP,0,,
792,AA3310,N,DFW,SJT,1729,1820,1049,1100,1719,1820,1039.0,1100.0,3.0,Domestic,75,0,,B33,2016-05-02 16:23:00,2016-05-02 17:29:00,2016-05-02 16:22:00,2016-05-02 17:19:00,1283,1349,2016-05-02 21:22,2016-05-02 22:19,N600BP,0,,
793,AA3313,Y,LIT,DFW,729,810,449,490,711,808,431.0,488.0,3.0,Domestic,0,75,B11,,2016-05-02 08:10:00,2016-05-02 09:21:00,2016-05-02 08:08:00,2016-05-02 09:35:00,790,861,2016-05-02 13:08,2016-05-02 14:35,N226NN,0,,
794,AA3313,N,DFW,LIT,1114,1215,674,735,1132,1211,692.0,731.0,3.0,Domestic,75,0,,B5,2016-05-02 09:53:00,2016-05-02 11:14:00,2016-05-02 10:05:00,2016-05-02 11:32:00,893,974,2016-05-02 15:05,2016-05-02 16:32,N226NN,0,,
795,AA3315,N,DFW,GCK,747,845,467,525,736,842,456.0,522.0,3.0,,75,0,,B14,2016-05-02 06:20:00,2016-05-02 07:47:00,2016-05-02 06:10:00,2016-05-02 07:36:00,680,767,2016-05-02 11:10,2016-05-02 12:36,N941LT,0,,
796,AA3317,Y,LIT,DFW,1805,2005,1085,1205,1835,1959,1115.0,1199.0,3.0,Domestic,0,75,B5,,2016-05-02 20:05:00,2016-05-02 21:20:00,2016-05-02 19:59:00,2016-05-02 21:20:00,65,140,2016-05-03 00:59,2016-05-03 02:20,N230NN,0,,
797,AA3319,Y,JAN,DFW,1555,1640,955,1000,1603,1636,963.0,996.0,3.0,Domestic,0,75,B12,,2016-05-02 16:40:00,2016-05-02 18:03:00,2016-05-02 16:36:00,2016-05-02 17:46:00,1300,1383,2016-05-02 21:36,2016-05-02 22:46,N692AE,0,,
798,AA3319,N,DFW,JAN,2022,2052,1222,1252,1954,2052,1194.0,1252.0,3.0,Domestic,75,0,,B28,2016-05-02 18:45:00,2016-05-02 20:22:00,2016-05-02 18:30:00,2016-05-02 19:54:00,1425,82,2016-05-02 23:30,2016-05-03 00:54,N692AE,0,,
799,AA3320,Y,EVV,DFW,1140,1215,700,735,1155,1224,715.0,744.0,3.0,Domestic,0,75,B35,,2016-05-02 12:15:00,2016-05-02 14:10:00,2016-05-02 12:24:00,2016-05-02 14:17:00,1035,1150,2016-05-02 17:24,2016-05-02 19:17,N604AE,0,,
800,AA3321,Y,ROW,DFW,1459,1535,899,935,1452,1536,892.0,936.0,3.0,Domestic,0,75,B34,,2016-05-02 15:35:00,2016-05-02 16:06:00,2016-05-02 15:36:00,2016-05-02 16:08:00,1235,1326,2016-05-02 20:36,2016-05-02 22:08,N664MS,0,,
801,AA3321,N,DFW,ROW,1909,2005,1149,1205,1902,2014,1142.0,1214.0,3.0,Domestic,75,0,,B33,2016-05-02 16:35:00,2016-05-02 19:09:00,2016-05-02 16:32:00,2016-05-02 19:02:00,1355,9,2016-05-02 22:32,2016-05-03 00:02,N664MS,0,,
802,AA3329,Y,FWA,DFW,1918,2010,1158,1210,1918,2007,1158.0,1207.0,3.0,Domestic,0,75,B17,,2016-05-02 20:10:00,2016-05-02 23:27:00,2016-05-02 20:07:00,2016-05-02 23:06:00,70,207,2016-05-03 01:07,2016-05-03 03:06,N648AE,0,,
803,AA332,Y,RDU,DFW,932,1035,572,635,958,1053,598.0,653.0,2.0,Domestic,0,80,C12,,2016-05-02 10:35:00,2016-05-02 14:17:00,2016-05-02 10:53:00,2016-05-02 14:36:00,935,1097,2016-05-02 15:53,2016-05-02 18:36,N33502,70,,
804,AA3331,Y,PBC,DFW,1559,1710,959,1030,1550,1655,950.0,1015.0,3.0,Domestic,0,75,B37,,2016-05-02 17:10:00,2016-05-02 19:48:00,2016-05-02 16:55:00,2016-05-02 19:28:00,1330,48,2016-05-02 21:55,2016-05-03 00:28,N827AE,0,,
805,AA3336,N,DFW,XNA,617,705,377,425,628,702,388.0,422.0,3.0,,75,0,,B6,2016-05-02 05:00:00,2016-05-02 06:17:00,2016-05-02 05:02:00,2016-05-02 06:28:00,600,677,2016-05-02 10:02,2016-05-02 11:28,N224NN,0,,
806,AA3338,Y,CVG,DFW,1835,2005,1115,1205,1835,2001,1115.0,1201.0,3.0,Domestic,0,75,B34,,2016-05-02 20:05:00,2016-05-02 23:22:00,2016-05-02 20:01:00,2016-05-02 23:15:00,65,202,2016-05-03 01:01,2016-05-03 03:15,N655AE,0,,
807,AA3340,Y,XNA,DFW,1925,2005,1165,1205,1924,1959,1164.0,1199.0,3.0,Domestic,0,75,B6,,2016-05-02 20:05:00,2016-05-02 21:16:00,2016-05-02 19:59:00,2016-05-02 21:01:00,65,136,2016-05-03 00:59,2016-05-03 02:01,N226NN,0,,
808,AA3342,Y,GRI,DFW,1020,1150,620,710,1020,1145,620.0,705.0,3.0,Domestic,0,75,B15,,2016-05-02 11:50:00,2016-05-02 13:39:00,2016-05-02 11:45:00,2016-05-02 13:21:00,1010,1119,2016-05-02 16:45,2016-05-02 18:21,N827AE,0,,
809,AA3342,N,DFW,GRI,1559,1710,959,1030,1550,1655,950.0,1015.0,3.0,Domestic,75,0,,B37,2016-05-02 14:12:00,2016-05-02 15:59:00,2016-05-02 14:03:00,2016-05-02 15:50:00,1152,1259,2016-05-02 19:03,2016-05-02 20:50,N827AE,0,,
810,AA3344,N,DFW,LIT,944,1030,584,630,941,1049,581.0,649.0,3.0,,75,0,,B7,2016-05-02 08:16:00,2016-05-02 09:44:00,2016-05-02 08:09:00,2016-05-02 09:41:00,796,884,2016-05-02 13:09,2016-05-02 14:41,N229NN,0,,
811,AA3354,N,DFW,ABI,1602,1650,962,1010,1547,1646,947.0,1006.0,3.0,Domestic,75,0,,B34,2016-05-02 15:08:00,2016-05-02 16:02:00,2016-05-02 15:01:00,2016-05-02 15:47:00,1208,1262,2016-05-02 20:01,2016-05-02 20:47,N813AE,0,,
812,AA3354,Y,ABI,DFW,1253,1330,773,810,1247,1328,767.0,808.0,3.0,Domestic,0,75,B47,,2016-05-02 13:30:00,2016-05-02 14:20:00,2016-05-02 13:28:00,2016-05-02 14:25:00,1110,1160,2016-05-02 18:28,2016-05-02 19:25,N813AE,0,,
813,AA3355,N,DFW,GGG,1919,2020,1159,1220,1912,2013,1152.0,1213.0,3.0,,75,0,,B35,2016-05-02 18:21:00,2016-05-02 19:19:00,2016-05-02 18:19:00,2016-05-02 19:12:00,1401,19,2016-05-02 23:19,2016-05-03 00:12,N900AE,0,,
814,AA3356,N,DFW,BIS,934,1020,574,620,918,1018,558.0,618.0,3.0,,75,0,,B32,2016-05-02 06:37:00,2016-05-02 09:34:00,2016-05-02 06:36:00,2016-05-02 09:18:00,697,874,2016-05-02 11:36,2016-05-02 14:18,N656AE,0,,
815,AA3357,Y,DSM,DFW,855,1025,535,625,840,1023,520.0,623.0,3.0,Domestic,0,75,B5,,2016-05-02 10:25:00,2016-05-02 12:19:00,2016-05-02 10:23:00,2016-05-02 12:08:00,925,1039,2016-05-02 15:23,2016-05-02 17:08,N222NS,0,,
816,AA3357,N,DFW,DSM,1503,1545,903,945,1504,1543,904.0,943.0,3.0,Domestic,75,0,,B12,2016-05-02 13:00:00,2016-05-02 15:03:00,2016-05-02 12:54:00,2016-05-02 15:04:00,1080,1203,2016-05-02 17:54,2016-05-02 20:04,N222NS,0,,
817,AA3358,Y,MEM,DFW,944,1030,584,630,941,1049,581.0,649.0,3.0,Domestic,0,75,B7,,2016-05-02 10:30:00,2016-05-02 12:03:00,2016-05-02 10:49:00,2016-05-02 12:36:00,930,1023,2016-05-02 15:49,2016-05-02 17:36,N229NN,0,,
